customer_id,logins,invoices_created,support_tickets
C04192,9,92,4
C04193,42,187,4
C04194,18,153,1
C04195,46,112,0
C04196,82,18,8
C04197,48,157,9
C04198,28,67,2
C04199,37,35,4
C04200,74,102,7
C04201,20,15,6
C04202,38,51,6
C04203,41,131,9
C04204,87,21,9
C04205,62,189,9
C04206,20,3,3
C04207,23,181,9
C04208,50,35,3
C04209,5,178,9
C04210,60,8,5
C04211,91,176,9
C04212,73,3,3
C04213,43,54,6
C04214,36,112,1
C04215,3,130,6
C04216,61,161,2
C04217,54,140,7
C04218,36,19,4
C04219,45,146,8
C04220,99,178,3
C04221,29,85,4
C04222,97,22,0
C04223,26,30,2
C04224,8,82,3
C04225,73,134,8
C04226,22,129,7
C04227,69,137,1
C04228,44,52,5
C04229,41,29,3
C04230,36,62,4
C04231,96,29,9
C04232,30,133,8
C04233,49,22,3
C04234,17,177,4
C04235,30,119,6
C04236,73,136,6
C04237,4,115,5
C04238,76,82,2
C04239,35,108,0
C04240,84,68,8
C04241,17,40,5
C04242,86,91,2
C04243,7,152,0
C04244,62,76,5
C04245,58,141,2
C04246,44,178,0
C04247,58,173,4
C04248,53,132,0
C04249,72,90,2
C04250,9,191,2
C04251,6,65,5
C04252,19,155,3
C04253,86,191,7
C04254,20,106,2
C04255,64,102,7
C04256,84,139,6
C04257,91,42,1
C04258,27,86,7
C04259,7,92,0
C04260,24,166,8
C04261,8,198,6
C04262,67,89,5
C04263,11,62,7
C04264,66,132,8
C04265,1,34,7
C04266,7,26,5
C04267,24,117,3
C04268,12,54,8
C04269,63,155,7
C04270,72,167,7
C04271,13,21,2
C04272,70,54,9
C04273,88,184,8
C04274,24,98,6
C04275,38,63,0
C04276,71,42,1
C04277,10,110,1
C04278,30,154,0
C04279,88,197,0
C04280,27,148,3
C04281,30,116,6
C04282,79,181,5
C04283,2,128,6
C04284,8,197,7
C04285,17,196,7
C04286,48,107,2
C04287,64,5,6
C04288,61,144,5
C04289,13,137,7
C04290,82,25,2
C04291,21,185,8
C04292,76,166,4
C04293,2,136,1
C04294,84,128,3
C04295,23,65,6
C04296,85,159,0
C04297,95,33,0
C04298,16,183,8
C04299,13,124,2
C04300,4,128,0
C04301,2,197,6
C04302,65,82,6
C04303,26,36,1
C04304,30,84,7
C04305,38,152,2
C04306,20,189,2
C04307,25,28,4
C04308,52,60,1
C04309,83,94,3
C04310,91,79,1
C04311,10,114,8
C04312,41,73,5
C04313,81,124,0
C04314,61,39,8
C04315,2,159,7
C04316,81,1,1
C04317,7,13,2
C04318,60,194,6
C04319,61,42,3
C04320,80,165,7
C04321,27,185,0
C04322,1,35,9
C04323,86,37,3
C04324,86,75,0
C04325,27,127,6
C04326,80,20,8
C04327,60,194,0
C04328,53,151,7
C04329,36,183,9
C04330,80,57,5
C04331,24,178,5
C04332,35,166,7
C04333,33,47,0
C04334,17,108,8
C04335,69,93,5
C04336,35,128,2
C04337,83,158,0
C04338,47,196,3
C04339,98,93,4
C04340,96,122,3
C04341,89,43,6
C04342,59,118,5
C04343,61,155,9
C04344,22,82,4
C04345,27,64,2
C04346,97,6,8
C04347,72,96,2
C04348,94,31,2
C04349,90,87,2
C04350,15,157,7
C04351,36,131,1
C04352,57,97,3
C04353,76,103,7
C04354,41,108,0
C04355,45,148,2
C04356,43,58,3
C04357,12,57,5
C04358,68,71,1
C04359,67,4,6
C04360,96,42,2
C04361,90,102,7
C04362,4,34,1
C04363,65,18,8
C04364,5,97,3
C04365,2,193,7
C04366,46,112,3
C04367,75,153,5
C04368,9,173,7
C04369,8,142,4
C04370,58,11,5
C04371,63,121,1
C04372,61,180,3
C04373,15,8,4
C04374,73,60,0
C04375,42,42,6
C04376,50,144,5
C04377,94,167,3
C04378,93,101,3
C04379,51,95,2
C04380,25,42,0
C04381,22,146,5
C04382,98,121,4
C04383,22,135,5
C04384,94,132,9
C04385,74,96,0
C04386,69,30,1
C04387,69,178,6
C04388,66,45,8
C04389,94,31,5
C04390,64,46,5
C04391,22,182,4
C04392,13,46,4
C04393,89,5,5
C04394,27,10,1
C04395,47,110,9
C04396,91,151,5
C04397,21,7,3
C04398,31,58,2
C04399,79,47,6
C04400,38,92,4
C04401,39,21,9
C04402,36,159,2
C04403,65,155,7
C04404,11,157,4
C04405,69,138,2
C04406,34,72,8
C04407,5,137,1
C04408,20,139,2
C04409,63,150,2
C04410,45,104,0
C04411,42,90,6
C04412,13,50,5
C04413,9,101,5
C04414,5,168,5
C04415,38,66,6
C04416,96,191,5
C04417,94,147,8
C04418,49,116,4
C04419,92,16,0
C04420,28,132,0
C04421,43,49,0
C04422,70,38,1
C04423,41,135,3
C04424,44,183,5
C04425,29,14,6
C04426,68,85,4
C04427,82,34,6
C04428,79,149,1
C04429,25,127,5
C04430,68,164,2
C04431,14,63,8
C04432,59,42,9
C04433,62,177,9
C04434,17,71,3
C04435,98,85,4
C04436,19,138,4
C04437,29,21,1
C04438,86,113,3
C04439,78,63,6
C04440,66,89,1
C04441,45,77,4
C04442,71,127,4
C04443,28,119,4
C04444,59,50,6
C04445,54,27,9
C04446,8,136,6
C04447,93,158,7
C04448,10,123,0
C04449,21,199,2
C04450,35,30,0
C04451,4,18,6
C04452,53,23,4
C04453,85,38,1
C04454,25,105,9
C04455,20,30,1
C04456,71,119,6
C04457,71,30,4
C04458,96,74,3
C04459,96,71,7
C04460,22,167,2
C04461,49,17,2
C04462,89,69,7
C04463,6,106,1
C04464,51,180,2
C04465,27,79,3
C04466,18,141,9
C04467,12,7,2
C04468,28,68,7
C04469,19,60,5
C04470,43,105,2
C04471,81,174,6
C04472,99,35,3
C04473,15,29,2
C04474,69,100,1
C04475,36,119,7
C04476,97,34,7
C04477,85,136,1
C04478,99,194,8
C04479,42,4,6
C04480,91,66,5
C04481,45,94,2
C04482,30,57,2
C04483,39,93,3
C04484,46,132,8
C04485,58,85,7
C04486,30,194,1
C04487,56,148,4
C04488,85,113,9
C04489,90,97,5
C04490,88,55,4
C04491,54,6,0
C04492,86,29,8
C04493,37,80,9
C04494,90,100,5
C04495,22,133,4
C04496,97,165,5
C04497,24,137,2
C04498,69,37,8
C04499,88,167,3
C04500,99,63,5
C04501,86,185,5
C04502,33,40,1
C04503,17,64,8
C04504,62,122,1
C04505,12,131,9
C04506,30,43,4
C04507,90,125,1
C04508,13,25,8
C04509,6,55,1
C04510,67,106,7
C04511,11,36,0
C04512,60,108,2
C04513,10,186,6
C04514,75,103,5
C04515,16,19,1
C04516,84,187,8
C04517,42,144,1
C04518,44,94,5
C04519,19,99,0
C04520,73,130,2
C04521,15,128,4
C04522,87,193,6
C04523,85,59,2
C04524,39,48,8
C04525,5,126,3
C04526,86,3,8
C04527,31,154,2
C04528,79,92,2
C04529,28,142,3
C04530,38,115,1
C04531,52,152,4
C04532,15,163,8
C04533,19,116,7
C04534,35,6,7
C04535,82,190,7
C04536,74,36,7
C04537,15,29,5
C04538,88,141,6
C04539,47,136,9
C04540,56,143,4
C04541,20,33,5
C04542,75,89,2
C04543,9,144,4
C04544,5,85,9
C04545,11,180,2
C04546,91,101,4
C04547,2,81,9
C04548,52,162,0
C04549,20,34,0
C04550,21,127,9
C04551,51,171,5
C04552,30,189,7
C04553,48,105,3
C04554,1,22,6
C04555,35,51,4
C04556,26,4,1
C04557,96,177,4
C04558,9,167,1
C04559,40,1,8
C04560,21,169,0
C04561,80,178,2
C04562,12,17,0
C04563,37,8,4
C04564,91,67,3
C04565,71,93,5
C04566,94,118,4
C04567,24,86,6
C04568,50,66,6
C04569,54,2,9
C04570,94,17,4
C04571,84,73,9
C04572,28,161,0
C04573,4,182,8
C04574,12,108,1
C04575,67,198,6
C04576,37,107,2
C04577,4,134,9
C04578,15,180,5
C04579,28,101,4
C04580,37,45,5
C04581,9,1,9
C04582,14,80,4
C04583,96,51,8
C04584,67,139,7
C04585,82,22,0
C04586,50,162,8
C04587,78,129,1
C04588,25,77,4
C04589,39,49,5
C04590,26,110,9
C04591,60,49,0
C04592,52,170,6
C04593,70,92,7
C04594,26,177,0
C04595,48,13,9
C04596,54,94,3
C04597,41,196,1
C04598,1,142,4
C04599,21,164,1
C04600,78,184,8
C04601,72,69,8
C04602,25,46,9
C04603,18,15,4
C04604,15,87,4
C04605,42,136,3
C04606,20,122,0
C04607,16,184,9
C04608,7,11,2
C04609,93,199,3
C04610,95,151,6
C04611,93,173,6
C04612,81,110,6
C04613,5,105,6
C04614,18,155,3
C04615,78,31,8
C04616,95,175,3
C04617,18,104,5
C04618,64,66,0
C04619,25,108,0
C04620,75,112,5
C04621,26,61,0
C04622,69,8,0
C04623,16,65,5
C04624,63,153,7
C04625,72,17,8
C04626,77,158,5
C04627,58,152,0
C04628,96,115,6
C04629,27,52,1
C04630,49,63,6
C04631,90,61,9
C04632,73,77,9
C04633,47,186,3
C04634,71,119,0
C04635,50,90,8
C04636,46,32,0
C04637,8,109,6
C04638,2,35,5
C04639,18,16,6
C04640,36,137,9
C04641,88,19,0
C04642,98,168,0
C04643,42,40,5
C04644,11,174,7
C04645,59,109,2
C04646,52,131,9
C04647,74,154,1
C04648,93,101,3
C04649,49,72,7
C04650,56,70,8
C04651,70,5,5
C04652,74,27,6
C04653,30,172,0
C04654,55,38,4
C04655,28,89,5
C04656,93,71,9
C04657,51,78,5
C04658,89,128,5
C04659,27,169,6
C04660,98,58,3
C04661,52,157,4
C04662,34,179,5
C04663,32,198,8
C04664,44,96,3
C04665,4,63,3
C04666,48,19,6
C04667,98,155,0
C04668,16,94,6
C04669,60,114,7
C04670,47,53,1
C04671,75,97,3
C04672,15,173,3
C04673,94,11,9
C04674,56,120,9
C04675,91,105,5
C04676,16,10,6
C04677,1,86,6
C04678,25,20,3
C04679,64,147,2
C04680,92,88,3
C04681,43,130,8
C04682,14,168,9
C04683,98,146,6
C04684,48,82,2
C04685,68,2,2
C04686,14,47,4
C04687,80,177,7
C04688,15,119,4
C04689,98,151,5
C04690,77,47,8
C04691,17,79,8
C04692,92,124,5
C04693,52,89,4
C04694,10,173,7
C04695,17,82,0
C04696,8,21,2
C04697,2,175,5
C04698,56,32,7
C04699,65,19,5
C04700,55,146,9
C04701,69,24,5
C04702,99,175,3
C04703,86,106,6
C04704,80,158,6
C04705,73,93,0
C04706,36,85,2
C04707,9,149,8
C04708,14,48,5
C04709,74,194,3
C04710,22,173,7
C04711,16,129,6
C04712,41,22,9
C04713,67,56,5
C04714,28,168,3
C04715,94,38,3
C04716,29,19,7
C04717,65,147,2
C04718,28,194,8
C04719,86,93,7
C04720,32,114,3
C04721,52,114,2
C04722,11,175,3
C04723,26,58,1
C04724,31,185,5
C04725,20,176,2
C04726,84,45,2
C04727,97,28,0
C04728,69,60,7
C04729,41,5,7
C04730,67,146,8
C04731,44,165,4
C04732,60,25,3
C04733,98,166,8
C04734,95,129,2
C04735,7,168,3
C04736,94,183,7
C04737,54,95,1
C04738,63,167,2
C04739,82,95,2
C04740,80,76,7
C04741,13,153,1
C04742,33,151,7
C04743,7,171,6
C04744,30,125,0
C04745,11,48,7
C04746,70,38,0
C04747,21,90,8
C04748,32,24,0
C04749,5,133,4
C04750,93,188,7
C04751,35,145,3
C04752,47,165,5
C04753,12,15,0
C04754,37,194,2
C04755,44,20,4
C04756,22,158,1
C04757,11,144,0
C04758,87,44,8
C04759,55,187,7
C04760,10,132,2
C04761,42,159,5
C04762,88,154,7
C04763,80,41,5
C04764,76,76,7
C04765,55,130,2
C04766,50,8,3
C04767,32,78,7
C04768,88,152,9
C04769,68,107,9
C04770,97,40,7
C04771,18,105,5
C04772,81,153,9
C04773,85,62,5
C04774,65,58,8
C04775,25,71,7
C04776,31,160,2
C04777,84,117,6
C04778,90,87,8
C04779,19,174,9
C04780,94,103,2
C04781,89,154,8
C04782,18,42,4
C04783,68,7,9
C04784,91,56,8
C04785,33,175,0
C04786,70,178,3
C04787,7,173,8
C04788,1,68,8
C04789,99,44,5
C04790,87,153,9
C04791,80,52,5
C04792,59,146,2
C04793,34,135,9
C04794,98,22,4
C04795,95,4,7
C04796,95,157,1
C04797,52,118,1
C04798,11,168,3
C04799,8,180,8
C04800,88,114,4
C04801,87,60,2
C04802,96,169,7
C04803,53,73,6
C04804,15,15,8
C04805,28,123,9
C04806,84,77,5
C04807,14,57,1
C04808,90,94,0
C04809,58,99,4
C04810,57,163,6
C04811,52,90,6
C04812,37,19,1
C04813,2,149,5
C04814,34,141,0
C04815,34,21,0
C04816,58,88,1
C04817,98,26,4
C04818,73,56,9
C04819,61,31,9
C04820,54,30,1
C04821,67,24,9
C04822,30,96,2
C04823,83,158,8
C04824,95,121,4
C04825,80,154,2
C04826,59,102,4
C04827,58,82,2
C04828,24,105,4
C04829,15,54,9
C04830,22,113,5
C04831,32,124,8
C04832,75,76,1
C04833,93,21,2
C04834,42,151,5
C04835,59,126,1
C04836,88,28,7
C04837,83,124,9
C04838,55,81,6
C04839,5,79,0
C04840,41,23,4
C04841,57,187,4
C04842,53,181,0
C04843,38,53,5
C04844,1,162,1
C04845,60,68,2
C04846,94,105,4
C04847,76,12,5
C04848,46,130,1
C04849,4,25,3
C04850,15,88,2
C04851,81,95,0
C04852,12,125,3
C04853,1,196,5
C04854,77,172,9
C04855,30,162,6
C04856,74,134,5
C04857,6,95,0
C04858,73,39,4
C04859,50,127,4
C04860,2,178,5
C04861,6,24,4
C04862,75,5,8
C04863,90,54,5
C04864,92,54,8
C04865,77,10,3
C04866,38,82,2
C04867,76,75,5
C04868,83,94,0
C04869,18,107,9
C04870,19,69,4
C04871,28,6,1
C04872,12,16,5
C04873,96,60,2
C04874,52,142,8
C04875,77,33,1
C04876,87,101,0
C04877,58,197,6
C04878,94,168,4
C04879,22,40,0
C04880,45,9,4
C04881,62,91,3
C04882,42,195,0
C04883,67,48,7
C04884,9,193,3
C04885,64,10,9
C04886,15,6,6
C04887,30,62,5
C04888,26,31,8
C04889,94,6,0
C04890,69,95,9
C04891,95,34,8
C04892,22,93,7
C04893,54,67,4
C04894,58,190,2
C04895,79,12,9
C04896,53,38,1
C04897,99,135,8
C04898,19,64,2
C04899,34,119,3
C04900,82,120,5
C04901,14,123,4
C04902,22,77,5
C04903,88,132,1
C04904,13,21,4
C04905,64,78,3
C04906,56,164,0
C04907,72,135,3
C04908,42,77,1
C04909,66,163,6
C04910,63,125,6
C04911,42,177,4
C04912,91,97,0
C04913,34,121,0
C04914,29,139,6
C04915,26,103,9
C04916,23,89,0
C04917,36,103,1
C04918,9,24,3
C04919,85,22,4
C04920,42,171,0
C04921,67,179,0
C04922,7,177,2
C04923,23,122,0
C04924,32,120,2
C04925,23,22,4
C04926,16,79,2
C04927,69,18,9
C04928,13,44,7
C04929,10,109,4
C04930,59,32,4
C04931,2,186,5
C04932,80,56,3
C04933,52,74,4
C04934,1,9,5
C04935,70,191,5
C04936,54,89,4
C04937,19,121,9
C04938,97,132,5
C04939,28,38,8
C04940,5,100,7
C04941,76,42,3
C04942,30,135,1
C04943,81,170,3
C04944,19,118,5
C04945,42,60,9
C04946,25,90,6
C04947,35,148,3
C04948,9,191,2
C04949,96,124,0
C04950,39,125,6
C04951,56,111,0
C04952,38,21,7
C04953,15,127,4
C04954,46,133,7
C04955,37,121,1
C04956,90,30,2
C04957,60,63,3
C04958,62,187,1
C04959,31,38,3
C04960,30,164,5
C04961,66,38,6
C04962,7,23,5
C04963,30,151,6
C04964,33,58,1
C04965,38,176,0
C04966,84,134,8
C04967,19,107,6
C04968,9,174,1
C04969,86,87,6
C04970,32,143,3
C04971,30,1,2
C04972,6,100,3
C04973,61,92,4
C04974,81,33,8
C04975,37,110,3
C04976,79,152,8
C04977,71,70,3
C04978,78,142,0
C04979,20,96,0
C04980,30,83,3
C04981,18,198,3
C04982,63,84,9
C04983,61,125,6
C04984,57,84,0
C04985,22,166,4
C04986,89,139,9
C04987,88,191,7
C04988,95,160,7
C04989,49,157,6
C04990,18,30,3
C04991,98,157,6
C04992,61,86,0
C04993,82,139,5
C04994,78,177,6
C04995,68,105,2
C04996,7,78,7
C04997,7,192,7
C04998,65,122,7
C04999,40,166,4
C05000,24,188,6
C05001,32,196,4
C05002,10,135,7
C05003,9,94,8
C05004,39,74,3
C05005,3,135,3
C05006,99,5,6
C05007,69,196,6
C05008,7,47,7
C05009,12,36,6
C05010,23,143,6
C05011,89,39,5
C05012,63,38,5
C05013,17,36,9
C05014,78,115,2
C05015,99,2,3
C05016,64,15,9
C05017,65,84,3
C05018,86,55,8
C05019,28,77,5
C05020,58,188,9
C05021,87,25,2
C05022,18,14,3
C05023,44,137,5
C05024,64,177,5
C05025,37,118,4
C05026,3,163,0
C05027,14,5,9
C05028,7,101,5
C05029,17,145,3
C05030,70,69,7
C05031,83,54,9
C05032,79,175,0
C05033,39,177,4
C05034,5,74,3
C05035,79,62,4
C05036,52,151,8
C05037,26,93,6
C05038,39,16,2
C05039,45,135,2
C05040,77,43,6
C05041,31,172,0
C05042,77,137,7
C05043,23,71,2
C05044,40,80,7
C05045,32,188,7
C05046,4,138,1
C05047,81,127,2
C05048,84,124,9
C05049,46,133,0
C05050,75,51,5
C05051,42,7,2
C05052,97,22,8
C05053,39,24,0
C05054,70,126,7
C05055,56,104,6
C05056,47,42,6
C05057,38,150,7
C05058,18,163,8
C05059,2,116,7
C05060,54,183,5
C05061,81,131,0
C05062,88,111,0
C05063,30,106,6
C05064,88,199,2
C05065,4,19,2
C05066,7,170,8
C05067,79,174,9
C05068,57,72,3
C05069,30,125,2
C05070,93,148,1
C05071,44,33,4
C05072,77,134,8
C05073,29,15,7
C05074,90,69,7
C05075,36,90,0
C05076,99,31,8
C05077,48,6,7
C05078,19,129,2
C05079,63,147,7
C05080,2,15,8
C05081,14,34,1
C05082,80,192,0
C05083,95,83,0
C05084,35,177,0
C05085,86,82,4
C05086,21,174,1
C05087,92,51,3
C05088,17,11,0
C05089,82,4,1
C05090,32,82,6
C05091,23,41,8
C05092,6,192,5
C05093,29,1,9
C05094,63,9,9
C05095,70,167,4
C05096,97,65,9
C05097,96,116,6
C05098,81,17,8
C05099,4,67,1
C05100,58,87,5
C05101,31,1,2
C05102,22,152,9
C05103,27,122,9
C05104,85,148,3
C05105,84,192,4
C05106,98,148,4
C05107,87,124,9
C05108,16,81,7
C05109,6,85,4
C05110,80,168,1
C05111,7,158,1
C05112,14,151,0
C05113,3,23,1
C05114,97,120,0
C05115,49,56,2
C05116,36,47,4
C05117,29,145,2
C05118,4,2,6
C05119,40,106,9
C05120,41,33,1
C05121,22,108,4
C05122,79,15,2
C05123,4,32,1
C05124,82,106,3
C05125,23,162,8
C05126,4,188,8
C05127,68,31,5
C05128,18,15,6
C05129,1,148,0
C05130,32,106,2
C05131,21,31,1
C05132,38,2,8
C05133,26,13,9
C05134,41,96,7
C05135,49,113,2
C05136,85,144,9
C05137,93,15,7
C05138,41,25,9
C05139,96,76,7
C05140,59,28,7
C05141,4,105,3
C05142,13,12,6
C05143,61,121,9
C05144,51,182,7
C05145,35,186,9
C05146,91,113,4
C05147,65,144,8
C05148,49,190,8
C05149,49,74,2
C05150,14,138,2
C05151,37,194,7
C05152,30,91,6
C05153,14,52,8
C05154,75,30,1
C05155,95,97,1
C05156,92,16,6
C05157,27,138,7
C05158,62,143,2
C05159,3,26,0
C05160,70,189,9
C05161,39,15,6
C05162,19,134,5
C05163,98,109,0
C05164,92,129,8
C05165,76,114,5
C05166,39,87,4
C05167,10,163,2
C05168,47,124,8
C05169,89,107,6
C05170,23,89,3
C05171,59,129,0
C05172,90,89,3
C05173,83,38,2
C05174,20,41,5
C05175,45,140,0
C05176,44,192,3
C05177,18,138,0
C05178,48,155,0
C05179,75,167,5
C05180,89,199,5
C05181,1,70,8
C05182,32,45,6
C05183,97,11,5
C05184,64,24,2
C05185,7,57,2
C05186,95,40,4
C05187,90,89,5
C05188,71,37,5
C05189,46,3,7
C05190,24,196,7
C05191,69,68,0
C05192,86,121,2
C05193,36,129,4
C05194,67,94,8
C05195,50,45,3
C05196,59,31,4
C05197,58,37,0
C05198,46,114,6
C05199,70,197,1
C05200,89,43,0
C05201,23,85,1
C05202,12,99,7
C05203,28,4,0
C05204,58,199,0
C05205,61,122,0
C05206,96,29,1
C05207,55,100,0
C05208,89,99,1
C05209,34,96,6
C05210,94,106,0
C05211,18,139,9
C05212,35,33,1
C05213,48,181,2
C05214,37,121,1
C05215,41,17,2
C05216,6,140,6
C05217,83,1,1
C05218,86,184,2
C05219,96,23,5
C05220,91,7,3
C05221,80,78,0
C05222,90,169,7
C05223,39,53,6
C05224,4,7,7
C05225,16,98,8
C05226,52,194,8
C05227,19,84,2
C05228,92,74,8
C05229,17,181,5
C05230,45,5,9
C05231,2,97,9
C05232,2,101,1
C05233,88,164,0
C05234,55,44,3
C05235,91,110,8
C05236,4,122,1
C05237,84,139,0
C05238,12,192,1
C05239,54,149,6
C05240,92,132,4
C05241,60,89,4
C05242,29,35,9
C05243,61,35,3
C05244,46,35,0
C05245,97,167,7
C05246,49,33,0
C05247,18,77,9
C05248,76,68,2
C05249,74,121,1
C05250,24,172,1
C05251,17,51,8
C05252,96,38,8
C05253,56,42,4
C05254,89,173,1
C05255,52,30,9
C05256,71,163,6
C05257,20,28,7
C05258,29,169,8
C05259,83,106,3
C05260,75,173,0
C05261,97,48,6
C05262,50,55,6
C05263,15,136,0
C05264,31,154,3
C05265,13,107,3
C05266,56,125,0
C05267,19,115,6
C05268,70,157,2
C05269,28,55,0
C05270,22,194,6
C05271,28,70,2
C05272,80,48,2
C05273,33,7,2
C05274,45,75,3
C05275,48,123,4
C05276,63,80,0
C05277,26,134,2
C05278,87,165,0
C05279,1,137,2
C05280,62,3,2
C05281,93,181,3
C05282,72,93,9
C05283,3,117,0
C05284,77,136,4
C05285,84,168,3
C05286,5,17,4
C05287,45,126,5
C05288,12,108,2
C05289,48,198,2
C05290,81,47,4
C05291,14,11,4
C05292,53,138,8
C05293,90,61,6
C05294,94,130,5
C05295,45,157,1
C05296,32,70,8
C05297,30,51,9
C05298,12,73,2
C05299,83,128,6
C05300,44,194,7
C05301,25,68,8
C05302,97,57,4
C05303,42,169,5
C05304,21,94,5
C05305,61,192,4
C05306,66,132,6
C05307,21,129,0
C05308,26,7,4
C05309,32,82,9
C05310,91,136,5
C05311,17,94,2
C05312,4,79,1
C05313,39,186,3
C05314,15,10,2
C05315,33,110,5
C05316,61,194,5
C05317,14,106,3
C05318,90,115,3
C05319,47,150,9
C05320,2,180,9
C05321,84,177,9
C05322,90,67,1
C05323,66,4,6
C05324,48,89,8
C05325,64,185,8
C05326,66,69,9
C05327,48,53,1
C05328,81,183,8
C05329,18,152,4
C05330,51,83,5
C05331,4,127,0
C05332,81,140,6
C05333,33,183,7
C05334,23,47,4
C05335,53,27,5
C05336,13,146,3
C05337,71,51,2
C05338,58,87,2
C05339,63,188,1
C05340,65,185,9
C05341,42,121,5
C05342,95,67,8
C05343,89,2,2
C05344,40,139,0
C05345,94,101,9
C05346,21,141,0
C05347,83,168,3
C05348,80,134,0
C05349,33,12,9
C05350,70,43,1
C05351,42,72,3
C05352,37,73,3
C05353,72,4,7
C05354,1,165,3
C05355,77,164,2
C05356,26,32,3
C05357,80,185,4
C05358,39,140,4
C05359,47,146,3
C05360,56,189,9
C05361,58,31,1
C05362,28,168,2
C05363,57,107,9
C05364,87,174,9
C05365,71,167,2
C05366,88,63,4
C05367,72,55,1
C05368,45,40,1
C05369,65,157,9
C05370,4,139,1
C05371,61,97,5
C05372,61,39,7
C05373,43,172,9
C05374,19,20,5
C05375,86,96,3
C05376,1,85,7
C05377,19,101,3
C05378,51,27,8
C05379,64,38,7
C05380,63,87,3
C05381,29,98,6
C05382,19,76,9
C05383,43,11,8
C05384,70,164,5
C05385,89,160,0
C05386,39,107,5
C05387,23,190,7
C05388,1,124,8
C05389,61,16,0
C05390,79,42,4
C05391,25,159,4
C05392,4,70,7
C05393,1,13,6
C05394,40,36,4
C05395,21,75,5
C05396,43,139,7
C05397,10,124,5
C05398,66,126,9
C05399,17,48,4
C05400,13,148,9
C05401,91,157,0
C05402,92,19,7
C05403,10,125,7
C05404,52,134,5
C05405,10,56,6
C05406,47,127,6
C05407,9,100,1
C05408,98,119,5
C05409,46,146,6
C05410,68,42,7
C05411,54,60,1
C05412,68,56,9
C05413,4,3,7
C05414,75,167,1
C05415,1,43,8
C05416,85,156,1
C05417,59,170,2
C05418,25,137,7
C05419,9,84,5
C05420,25,18,8
C05421,82,89,7
C05422,71,21,9
C05423,26,154,5
C05424,56,23,2
C05425,49,138,2
C05426,82,172,1
C05427,65,13,7
C05428,61,181,9
C05429,9,37,4
C05430,10,184,8
C05431,11,187,4
C05432,96,140,4
C05433,85,3,7
C05434,36,142,7
C05435,56,163,1
C05436,32,98,7
C05437,83,93,6
C05438,72,158,5
C05439,35,71,2
C05440,86,118,4
C05441,4,194,1
C05442,93,146,8
C05443,62,26,4
C05444,63,174,7
C05445,95,140,4
C05446,8,186,9
C05447,76,57,8
C05448,69,160,0
C05449,61,113,5
C05450,94,64,7
C05451,63,66,6
C05452,61,165,1
C05453,99,142,1
C05454,37,138,9
C05455,4,104,0
C05456,56,193,0
C05457,43,64,2
C05458,21,169,2
C05459,58,119,7
C05460,16,21,8
C05461,53,197,4
C05462,18,9,0
C05463,57,137,1
C05464,95,146,3
C05465,38,120,8
C05466,32,69,4
C05467,97,62,8
C05468,19,144,0
C05469,84,121,8
C05470,48,4,7
C05471,74,149,0
C05472,26,119,6
C05473,82,114,4
C05474,45,101,9
C05475,45,172,7
C05476,15,113,3
C05477,18,76,1
C05478,31,155,0
C05479,15,162,6
C05480,93,4,0
C05481,15,51,8
C05482,65,130,0
C05483,87,160,5
C05484,46,130,1
C05485,75,58,5
C05486,16,150,5
C05487,55,19,4
C05488,30,20,4
C05489,93,100,7
C05490,41,146,6
C05491,67,178,4
C05492,17,14,3
C05493,26,20,0
C05494,73,45,1
C05495,81,88,9
C05496,64,47,6
C05497,95,57,9
C05498,58,31,0
C05499,95,180,8
C05500,75,100,5
C05501,86,46,4
C05502,3,135,5
C05503,28,49,0
C05504,96,151,1
C05505,4,41,6
C05506,40,132,5
C05507,75,95,6
C05508,57,82,5
C05509,65,109,6
C05510,47,159,6
C05511,80,47,5
C05512,34,100,7
C05513,45,18,6
C05514,32,7,8
C05515,44,38,4
C05516,97,173,7
C05517,11,28,7
C05518,36,187,7
C05519,13,18,3
C05520,57,9,8
C05521,84,107,9
C05522,25,16,3
C05523,70,62,5
C05524,37,128,5
C05525,90,40,1
C05526,4,101,6
C05527,26,94,6
C05528,82,58,0
C05529,13,194,4
C05530,72,197,8
C05531,51,106,9
C05532,47,94,4
C05533,33,19,9
C05534,80,27,6
C05535,42,30,8
C05536,31,45,0
C05537,40,159,8
C05538,87,36,3
C05539,16,167,0
C05540,56,50,7
C05541,74,94,2
C05542,36,38,7
C05543,95,139,5
C05544,96,81,5
C05545,85,74,7
C05546,80,16,8
C05547,56,179,7
C05548,93,167,6
C05549,48,92,2
C05550,80,151,3
C05551,58,110,8
C05552,15,65,3
C05553,72,49,7
C05554,15,189,5
C05555,21,182,4
C05556,64,141,6
C05557,85,83,0
C05558,7,152,9
C05559,52,104,2
C05560,19,177,4
C05561,86,123,3
C05562,46,165,2
C05563,38,107,2
C05564,13,26,8
C05565,90,110,4
C05566,44,170,2
C05567,22,3,4
C05568,71,105,8
C05569,35,189,2
C05570,3,171,4
C05571,99,73,1
C05572,16,65,7
C05573,45,146,5
C05574,16,67,7
C05575,66,142,0
C05576,81,192,1
C05577,38,32,6
C05578,24,196,6
C05579,86,188,8
C05580,50,101,5
C05581,87,149,6
C05582,83,106,3
C05583,57,155,1
C05584,56,133,8
C05585,86,67,0
C05586,81,169,5
C05587,66,108,9
C05588,78,2,8
C05589,92,43,9
